task,model,reference_model,n,delta_roc_auc,delta_roc_auc_ci_low,delta_roc_auc_ci_high,delta_average_precision,delta_average_precision_ci_low,delta_average_precision_ci_high,delta_brier_score,delta_brier_score_ci_low,delta_brier_score_ci_high
mid_roll2_rel15,noapex_fixed_qc__combined_trees,clinical_ridge,194,-0.03824451410658303,-0.15798782758887636,0.0869679244366744,-0.029467235107307338,-0.1339919196653329,0.05154401025879023,-0.09193374970511684,-0.11915021187387198,-0.06299231497135273
mid_roll2_rel15,noapex_fixed_qc__gpu_curve_net,clinical_ridge,194,-0.07596656217345865,-0.19237780951690073,0.04650894723093001,-0.055070139725264894,-0.181587436074499,0.024947400526490134,-0.002402308732493308,-0.021105539386585964,0.014983732166415924
mid_roll2_rel15,noapex_shape_qc__transmural_sparse,clinical_ridge,194,-0.10323928944618593,-0.20484836264817363,0.003949125641723844,-0.06820431031510849,-0.19404264650619252,-0.008907001316239924,-0.0032148640598821943,-0.021279096728608338,0.013793011509845946
mid_roll2_rel15,noapex_shape_qc__variability_sparse,clinical_ridge,194,-0.05977011494252871,-0.14429772782247513,0.020325086235235164,-0.01761019186751822,-0.10218448765026848,0.03581379953547894,-0.004371330970916132,-0.0176897668069886,0.00804724730102536
mid_roll2_rel15,noapex_shape_qc__combined_trees,clinical_ridge,194,-0.07774294670846404,-0.18064653503677894,0.03304138284287171,-0.034176952606541744,-0.14172091249032548,0.052567357452563614,-0.08862807868168376,-0.1154855294509666,-0.061472706267024765
mid_roll2_rel15,noapex_shape_qc__gpu_curve_net,clinical_ridge,194,-0.03218390804597704,-0.1401964835418302,0.07787278777606532,-0.04995119042306967,-0.17804686461008246,0.02102975080364784,-0.0017286519206077544,-0.019655864827131338,0.015227713985572787
mid_roll2_rel20,original18__transmural_sparse,clinical_ridge,194,0.016574585635359074,-0.14390239829993914,0.16920019730424762,-0.029367605289295218,-0.2155487611136429,0.11922082756004694,-0.03730762544829619,-0.060302770716844194,-0.012625247704014242
mid_roll2_rel20,original18__variability_sparse,clinical_ridge,194,-0.1512962175945602,-0.3113130017841214,0.012755768063145049,-0.06794482344934136,-0.2681022390900749,-0.001784813337756022,0.004103919464567618,-0.014475721824593814,0.024624229938921768
mid_roll2_rel20,original18__combined_trees,clinical_ridge,194,-0.1878453038674034,-0.4081937448484293,0.03524474838034151,-0.07065321095956555,-0.2582874014281204,0.009705587306196356,-0.12067189742346193,-0.14729400455386588,-0.09253546991766837
mid_roll2_rel20,original18__gpu_curve_net,clinical_ridge,194,-0.054823629409264885,-0.20313489882933053,0.07466064964755181,-0.05329004824097315,-0.22043412835130982,0.004079221489214447,0.019631379718608344,0.0008737608975942751,0.03689030112644432
mid_roll2_rel20,noapex__transmural_sparse,clinical_ridge,194,-0.14534636634084153,-0.33151473296500933,0.01955283149171275,0.005357399169488797,-0.23026222486975176,0.20103186398553488,-0.039722753305929365,-0.059467258497746485,-0.020079728379823344
mid_roll2_rel20,noapex__variability_sparse,clinical_ridge,194,-0.08669783255418617,-0.2151458580501082,0.03770996860282563,-0.060333914719991805,-0.22951847387801008,0.001311741282673014,0.003877110886211038,-0.017066616025723198,0.02497889138829756
mid_roll2_rel20,noapex__combined_trees,clinical_ridge,194,-0.20441988950276246,-0.3804710068138995,-0.03239233489897473,-0.072035839063526,-0.2711326770420114,-0.0014309066295264566,-0.11856741890379871,-0.14578731374795778,-0.09207713122331988
mid_roll2_rel20,noapex__gpu_curve_net,clinical_ridge,194,-0.07501062473438169,-0.24370074115836843,0.08536783019218619,-0.05814222921719707,-0.22078181824632034,0.005735603506052377,0.037571652297907265,0.01895279733137769,0.05444748248248328
mid_roll2_rel20,noapex_fixed_qc__transmural_sparse,clinical_ridge,194,-0.1687207819804506,-0.35911763002432523,0.011433080808080788,0.0030809428213466605,-0.2349176520201055,0.19185853887996537,-0.01735900731915785,-0.038301848204891915,0.004790718274128506
mid_roll2_rel20,noapex_fixed_qc__variability_sparse,clinical_ridge,194,-0.09604759881002978,-0.2554660253429435,0.0628623188405796,-0.059414344220242554,-0.24548653943562598,0.014448797723738213,0.0008127369819406205,-0.022174327838444214,0.023651779989826816
mid_roll2_rel20,noapex_fixed_qc__combined_trees,clinical_ridge,194,-0.19889502762430944,-0.38999752780581304,-0.015739989177489297,-0.0724540735027007,-0.2751865671196939,0.00068357862376887,-0.11972667725002419,-0.14493289530460046,-0.09115111560573007
mid_roll2_rel20,noapex_fixed_qc__gpu_curve_net,clinical_ridge,194,-0.031024224394390232,-0.17527969775070296,0.10707736330698278,-0.04978199635605185,-0.22347426961757727,0.01014573615809441,0.012591536678958987,-0.007315690041734657,0.0322027498163255
mid_roll2_rel20,noapex_shape_qc__transmural_sparse,clinical_ridge,194,-0.14959626009349775,-0.3047464071214072,0.005049952933414833,-0.06809108048706616,-0.2705802517134601,-0.00015796112630335788,-0.022767454036443285,-0.04620405581274958,-0.00023268318246525685
mid_roll2_rel20,noapex_shape_qc__variability_sparse,clinical_ridge,194,-0.1177220569485764,-0.2713994447960417,0.02253778906551562,-0.06362491627513617,-0.25557705650317064,0.0010357802610691568,-0.006386403605975088,-0.025837390249430114,0.013483213922012242
mid_roll2_rel20,noapex_shape_qc__combined_trees,clinical_ridge,194,-0.2222694432639185,-0.3972492419026412,-0.0743445839874411,-0.07429330831724051,-0.27615850610105114,-0.007781622477696959,-0.11858198162384753,-0.14327371133490455,-0.0911981533667427
mid_roll2_rel20,noapex_shape_qc__gpu_curve_net,clinical_ridge,194,0.026349341266468262,-0.1443393393393393,0.18880312320529696,-0.04192789976170713,-0.2407036383723049,0.025780225911380506,0.017901369883145724,-0.0045558131392203095,0.0364095972017479
